order_id,customer_id,product_id,order_date,amount,payment_method,delivery_location,is_festival_season,category
ORD101506,CUST11752,PROD10491,2026-01-08,4219,UPI,Kolkata,1,Home & Kitchen
ORD101507,CUST11130,PROD10172,2026-01-21,284,Prepaid,Ahmedabad,1,Books
ORD101508,CUST10280,PROD10279,2026-02-19,222,COD,Vadodara,0,Books
ORD101509,CUST10919,PROD10464,2026-02-01,42753,COD,Jaipur,1,Electronics - Laptop
ORD101510,CUST10201,PROD10068,2026-01-15,17893,Wallet,Ahmedabad,1,Electronics - Mobile
ORD101511,CUST11037,PROD10050,2026-01-22,729,COD,Pune,1,Beauty & Personal Care
ORD101512,CUST10316,PROD10192,2026-02-24,907,Prepaid,Guwahati,0,Fashion - Clothing
ORD101513,CUST11561,PROD10343,2026-02-21,794,UPI,Chennai,0,Sports & Fitness
ORD101514,CUST10465,PROD10375,2026-01-25,886,COD,Indore,1,Fashion - Footwear
ORD101515,CUST10605,PROD10402,2026-01-19,802,Card,Jaipur,1,Toys & Baby Products
ORD101516,CUST11580,PROD10143,2026-01-28,673,Wallet,Kochi,1,Beauty & Personal Care
ORD101517,CUST10289,PROD10018,2026-01-23,637,COD,Bangalore,1,Home & Kitchen
ORD101518,CUST10208,PROD10013,2026-01-30,50,COD,Delhi,1,Fashion - Footwear
ORD101519,CUST11693,PROD10256,2026-01-30,3900,COD,Chennai,1,Home & Kitchen
ORD101520,CUST10786,PROD10412,2026-01-17,50,COD,Bangalore,1,Beauty & Personal Care
ORD101521,CUST10984,PROD10272,2026-02-11,68263,Wallet,Jaipur,0,Electronics - Laptop
ORD101522,CUST11361,PROD10370,2026-01-04,45490,COD,Mumbai,0,Electronics - Laptop
ORD101523,CUST10996,PROD10162,2026-01-20,847,Prepaid,Bangalore,1,Electronics - Accessories
ORD101524,CUST11589,PROD10095,2026-02-26,60,Prepaid,Raipur,0,Electronics - Accessories
ORD101525,CUST11721,PROD10154,2026-02-02,2439,Wallet,Hyderabad,1,Home & Kitchen
ORD101526,CUST11375,PROD10092,2026-01-25,638,COD,Delhi,1,Sports & Fitness
ORD101527,CUST11152,PROD10088,2026-01-22,535,COD,Delhi,1,Toys & Baby Products
ORD101528,CUST11539,PROD10201,2026-02-13,824,UPI,Kanpur,0,Beauty & Personal Care
ORD101529,CUST11829,PROD10230,2026-01-12,434,Card,Chennai,1,Toys & Baby Products
ORD101530,CUST10093,PROD10229,2026-01-27,703,UPI,Lucknow,1,Electronics - Accessories
ORD101531,CUST10021,PROD10228,2026-02-11,285,UPI,Guwahati,0,Electronics - Accessories
ORD101532,CUST10294,PROD10244,2026-01-05,199,UPI,Lucknow,0,Fashion - Clothing
ORD101533,CUST11931,PROD10173,2026-01-14,17729,Wallet,Mumbai,1,Electronics - Mobile
ORD101534,CUST10974,PROD10213,2026-02-14,430,COD,Delhi,0,Books
ORD101535,CUST11236,PROD10064,2026-01-14,925,Wallet,Mumbai,1,Beauty & Personal Care
ORD101536,CUST11478,PROD10258,2026-02-23,1855,Prepaid,Delhi,0,Fashion - Footwear
ORD101537,CUST10832,PROD10458,2026-02-12,757,COD,Delhi,0,Sports & Fitness
ORD101538,CUST11632,PROD10134,2026-02-03,620,Wallet,Pune,0,Home & Kitchen
ORD101539,CUST11211,PROD10347,2026-01-15,96,COD,Patna,1,Toys & Baby Products
ORD101540,CUST11421,PROD10171,2026-02-19,847,COD,Chennai,0,Fashion - Footwear
ORD101541,CUST10481,PROD10132,2026-01-01,23753,Prepaid,Vadodara,0,Electronics - Laptop
ORD101542,CUST11407,PROD10268,2026-02-23,11479,UPI,Chennai,0,Electronics - Mobile
ORD101543,CUST10971,PROD10102,2026-02-06,925,Prepaid,Patna,0,Sports & Fitness
ORD101544,CUST11959,PROD10463,2026-01-21,906,COD,Raipur,1,Toys & Baby Products
ORD101545,CUST10920,PROD10219,2026-01-17,1565,Card,Delhi,1,Fashion - Footwear
ORD101546,CUST10392,PROD10349,2026-02-11,40731,Wallet,Kochi,0,Electronics - Laptop
ORD101547,CUST10922,PROD10029,2026-02-17,12666,COD,Lucknow,0,Electronics - Mobile
ORD101548,CUST11219,PROD10451,2026-01-30,2264,Card,Ranchi,1,Fashion - Footwear
ORD101549,CUST10705,PROD10130,2026-01-11,50,Prepaid,Guwahati,1,Books
ORD101550,CUST11201,PROD10360,2026-02-25,807,COD,Mumbai,0,Beauty & Personal Care
ORD101551,CUST11702,PROD10400,2026-02-03,13111,COD,Raipur,0,Electronics - Laptop
ORD101552,CUST11730,PROD10092,2026-01-31,638,COD,Delhi,1,Sports & Fitness
ORD101553,CUST10824,PROD10383,2026-02-23,779,COD,Kanpur,0,Sports & Fitness
ORD101554,CUST11492,PROD10105,2026-01-12,1823,COD,Ahmedabad,1,Fashion - Footwear
ORD101555,CUST10360,PROD10089,2026-02-11,653,COD,Kolkata,0,Electronics - Accessories
ORD101556,CUST10211,PROD10054,2026-02-18,2324,COD,Chennai,0,Fashion - Footwear
ORD101557,CUST10951,PROD10425,2026-01-24,2594,Wallet,Kanpur,1,Fashion - Footwear
ORD101558,CUST10872,PROD10310,2026-01-08,1025,Prepaid,Nagpur,1,Sports & Fitness
ORD101559,CUST10866,PROD10084,2026-01-04,276,UPI,Mumbai,0,Beauty & Personal Care
ORD101560,CUST11263,PROD10452,2026-02-04,204,Card,Hyderabad,0,Electronics - Accessories
ORD101561,CUST10549,PROD10428,2026-02-05,817,COD,Mumbai,0,Electronics - Accessories
ORD101562,CUST11133,PROD10119,2026-01-03,21015,Prepaid,Pune,0,Electronics - Mobile
ORD101563,CUST11711,PROD10217,2026-02-07,428,COD,Kolkata,0,Electronics - Accessories
ORD101564,CUST11197,PROD10438,2026-02-21,50,COD,Mumbai,0,Sports & Fitness
ORD101565,CUST10060,PROD10460,2026-01-12,1782,Prepaid,Nagpur,1,Fashion - Clothing
ORD101566,CUST10195,PROD10455,2026-01-18,262,COD,Ahmedabad,1,Electronics - Accessories
ORD101567,CUST10814,PROD10137,2026-02-01,12423,Prepaid,Delhi,1,Electronics - Mobile
ORD101568,CUST10864,PROD10279,2026-01-02,222,Wallet,Jaipur,0,Books
ORD101569,CUST10951,PROD10452,2026-02-26,204,UPI,Kanpur,0,Electronics - Accessories
ORD101570,CUST11651,PROD10041,2026-01-26,885,Wallet,Patna,1,Toys & Baby Products
ORD101571,CUST11816,PROD10398,2026-01-03,1108,Prepaid,Jaipur,0,Sports & Fitness
ORD101572,CUST11927,PROD10016,2026-01-19,689,UPI,Delhi,1,Fashion - Footwear
ORD101573,CUST10378,PROD10211,2026-02-23,24084,COD,Lucknow,0,Electronics - Mobile
ORD101574,CUST10519,PROD10469,2026-01-18,512,COD,Chandigarh,1,Toys & Baby Products
ORD101575,CUST10458,PROD10436,2026-01-08,2802,Wallet,Lucknow,1,Fashion - Footwear
ORD101576,CUST10327,PROD10288,2026-01-18,940,Wallet,Pune,1,Fashion - Clothing
ORD101577,CUST10494,PROD10468,2026-02-05,1075,COD,Bangalore,0,Fashion - Footwear
ORD101578,CUST10455,PROD10490,2026-02-06,1493,COD,Bhopal,0,Fashion - Footwear
ORD101579,CUST10814,PROD10387,2026-01-21,82523,COD,Delhi,1,Electronics - Laptop
ORD101580,CUST10320,PROD10451,2026-01-23,2264,Card,Pune,1,Fashion - Footwear
ORD101581,CUST10222,PROD10357,2026-02-08,1567,COD,Raipur,0,Home & Kitchen
ORD101582,CUST11238,PROD10115,2026-01-09,2452,COD,Kanpur,1,Home & Kitchen
ORD101583,CUST10323,PROD10388,2026-02-01,1275,COD,Pune,1,Toys & Baby Products
ORD101584,CUST11763,PROD10044,2026-01-11,3171,Prepaid,Pune,1,Electronics - Mobile
ORD101585,CUST11683,PROD10198,2026-01-15,46164,COD,Bangalore,1,Electronics - Laptop
ORD101586,CUST10097,PROD10152,2026-02-19,459,Wallet,Mumbai,0,Toys & Baby Products
ORD101587,CUST10121,PROD10064,2026-02-23,925,Wallet,Ahmedabad,0,Beauty & Personal Care
ORD101588,CUST10926,PROD10202,2026-02-11,1341,COD,Bhopal,0,Fashion - Clothing
ORD101589,CUST10351,PROD10232,2026-02-25,1536,COD,Visakhapatnam,0,Fashion - Footwear
ORD101590,CUST11319,PROD10155,2026-01-23,9285,Wallet,Pune,1,Electronics - Mobile
ORD101591,CUST10542,PROD10319,2026-02-17,734,Card,Delhi,0,Fashion - Clothing
ORD101592,CUST10047,PROD10231,2026-02-16,908,COD,Kochi,0,Toys & Baby Products
ORD101593,CUST11759,PROD10279,2026-01-28,222,Prepaid,Hyderabad,1,Books
ORD101594,CUST10857,PROD10383,2026-02-01,779,Wallet,Raipur,1,Sports & Fitness
ORD101595,CUST11733,PROD10445,2026-01-02,867,COD,Chandigarh,0,Beauty & Personal Care
ORD101596,CUST11117,PROD10005,2026-02-12,1012,Prepaid,Nagpur,0,Sports & Fitness
ORD101597,CUST11157,PROD10491,2026-02-23,4219,Prepaid,Lucknow,0,Home & Kitchen
ORD101598,CUST10339,PROD10095,2026-02-19,60,COD,Guwahati,0,Electronics - Accessories
ORD101599,CUST10760,PROD10397,2026-02-22,906,UPI,Visakhapatnam,0,Electronics - Accessories
ORD101600,CUST11269,PROD10016,2026-01-18,689,COD,Bangalore,1,Fashion - Footwear
ORD101601,CUST11172,PROD10467,2026-01-03,1178,UPI,Delhi,0,Fashion - Clothing
ORD101602,CUST11840,PROD10080,2026-01-23,690,UPI,Jaipur,1,Toys & Baby Products
ORD101603,CUST10422,PROD10088,2026-01-01,535,UPI,Jaipur,0,Toys & Baby Products
ORD101604,CUST10732,PROD10034,2026-01-03,3233,COD,Indore,0,Home & Kitchen
ORD101605,CUST10766,PROD10463,2026-02-11,906,Card,Bhopal,0,Toys & Baby Products
ORD101606,CUST11747,PROD10498,2026-01-04,124,COD,Indore,0,Books
ORD101607,CUST11811,PROD10373,2026-01-15,1279,Card,Visakhapatnam,1,Toys & Baby Products
ORD101608,CUST10672,PROD10407,2026-02-15,1386,Prepaid,Raipur,0,Fashion - Footwear
ORD101609,CUST10462,PROD10437,2026-01-26,109,Card,Kanpur,1,Fashion - Clothing
ORD101610,CUST11423,PROD10401,2026-01-14,180,UPI,Patna,1,Books
ORD101611,CUST10394,PROD10448,2026-01-11,345,COD,Raipur,1,Electronics - Accessories
ORD101612,CUST10504,PROD10201,2026-02-28,824,COD,Kolkata,0,Beauty & Personal Care
ORD101613,CUST10873,PROD10067,2026-01-01,1001,Prepaid,Lucknow,0,Beauty & Personal Care
ORD101614,CUST10710,PROD10288,2026-02-17,940,UPI,Bangalore,0,Fashion - Clothing
ORD101615,CUST10250,PROD10064,2026-02-23,925,Card,Jaipur,0,Beauty & Personal Care
ORD101616,CUST11541,PROD10138,2026-01-06,1850,COD,Ahmedabad,0,Sports & Fitness
ORD101617,CUST11187,PROD10029,2026-01-29,12666,Wallet,Kolkata,1,Electronics - Mobile
ORD101618,CUST10641,PROD10464,2026-02-25,42753,UPI,Chandigarh,0,Electronics - Laptop
ORD101619,CUST11948,PROD10028,2026-01-08,1019,COD,Chennai,1,Fashion - Footwear
ORD101620,CUST11980,PROD10254,2026-01-26,284,COD,Mumbai,1,Fashion - Footwear
ORD101621,CUST10985,PROD10235,2026-01-20,426,Card,Bhopal,1,Books
ORD101622,CUST10327,PROD10033,2026-02-28,182,COD,Pune,0,Electronics - Accessories
ORD101623,CUST10373,PROD10304,2026-02-19,789,Prepaid,Jaipur,0,Toys & Baby Products
ORD101624,CUST11159,PROD10104,2026-02-27,41774,Prepaid,Guwahati,0,Electronics - Laptop
ORD101625,CUST11200,PROD10067,2026-01-12,1001,Prepaid,Chennai,1,Beauty & Personal Care
ORD101626,CUST11439,PROD10117,2026-01-07,215,UPI,Chennai,1,Toys & Baby Products
ORD101627,CUST11479,PROD10205,2026-01-09,7497,Card,Visakhapatnam,1,Electronics - Mobile
ORD101628,CUST10969,PROD10163,2026-01-10,843,Wallet,Jaipur,1,Fashion - Footwear
ORD101629,CUST10515,PROD10196,2026-01-07,234,UPI,Visakhapatnam,1,Electronics - Accessories
ORD101630,CUST11436,PROD10013,2026-02-26,50,Prepaid,Ahmedabad,0,Fashion - Footwear
ORD101631,CUST10918,PROD10414,2026-02-19,17658,COD,Bangalore,0,Electronics - Mobile
ORD101632,CUST10009,PROD10292,2026-02-07,728,COD,Hyderabad,0,Sports & Fitness
ORD101633,CUST11519,PROD10450,2026-02-04,43746,Card,Hyderabad,0,Electronics - Laptop
ORD101634,CUST11791,PROD10070,2026-01-18,2542,COD,Vadodara,1,Home & Kitchen
ORD101635,CUST10340,PROD10361,2026-01-07,2426,COD,Patna,1,Sports & Fitness
ORD101636,CUST11415,PROD10117,2026-02-25,215,COD,Guwahati,0,Toys & Baby Products
ORD101637,CUST10020,PROD10162,2026-01-07,847,COD,Ahmedabad,1,Electronics - Accessories
ORD101638,CUST11474,PROD10395,2026-01-09,412,COD,Pune,1,Beauty & Personal Care
ORD101639,CUST11310,PROD10053,2026-01-20,1105,COD,Mumbai,1,Fashion - Clothing
ORD101640,CUST11723,PROD10025,2026-02-03,47218,Wallet,Ranchi,0,Electronics - Laptop
ORD101641,CUST11878,PROD10302,2026-01-30,1173,Card,Hyderabad,1,Fashion - Clothing
ORD101642,CUST10954,PROD10309,2026-01-09,1696,Card,Lucknow,1,Home & Kitchen
ORD101643,CUST11761,PROD10067,2026-01-10,1001,UPI,Raipur,1,Beauty & Personal Care
ORD101644,CUST11450,PROD10419,2026-01-17,627,Card,Jaipur,1,Beauty & Personal Care
ORD101645,CUST11434,PROD10477,2026-02-04,1749,UPI,Visakhapatnam,0,Fashion - Footwear
ORD101646,CUST11507,PROD10474,2026-01-01,1257,COD,Delhi,0,Beauty & Personal Care
ORD101647,CUST11111,PROD10247,2026-02-01,977,COD,Patna,1,Fashion - Footwear
ORD101648,CUST11009,PROD10324,2026-01-25,296,UPI,Bhopal,1,Toys & Baby Products
ORD101649,CUST11969,PROD10106,2026-02-26,30089,COD,Chennai,0,Electronics - Mobile
ORD101650,CUST10348,PROD10301,2026-02-07,1159,Wallet,Kolkata,0,Home & Kitchen
ORD101651,CUST10725,PROD10048,2026-01-23,2515,Prepaid,Mumbai,1,Home & Kitchen
ORD101652,CUST10339,PROD10174,2026-01-30,50533,Card,Guwahati,1,Electronics - Laptop
ORD101653,CUST11966,PROD10221,2026-01-18,7654,COD,Nagpur,1,Electronics - Laptop
ORD101654,CUST11064,PROD10170,2026-02-10,7883,Card,Mumbai,0,Electronics - Mobile
ORD101655,CUST11505,PROD10269,2026-02-03,16045,COD,Ranchi,0,Electronics - Mobile
ORD101656,CUST11513,PROD10277,2026-01-11,10198,Card,Vadodara,1,Electronics - Mobile
ORD101657,CUST11432,PROD10223,2026-02-15,2098,UPI,Bhopal,0,Electronics - Mobile
ORD101658,CUST10828,PROD10403,2026-01-12,45939,COD,Visakhapatnam,1,Electronics - Laptop
ORD101659,CUST11040,PROD10136,2026-01-26,825,COD,Chennai,1,Home & Kitchen
ORD101660,CUST11348,PROD10299,2026-02-19,1703,COD,Chennai,0,Sports & Fitness
ORD101661,CUST10624,PROD10473,2026-01-14,910,Card,Indore,1,Electronics - Accessories
ORD101662,CUST11509,PROD10191,2026-01-06,1228,Wallet,Patna,0,Fashion - Clothing
ORD101663,CUST10345,PROD10284,2026-01-11,1866,COD,Guwahati,1,Toys & Baby Products
ORD101664,CUST11780,PROD10179,2026-01-01,1316,UPI,Delhi,0,Electronics - Accessories
ORD101665,CUST10722,PROD10373,2026-02-20,1279,Wallet,Chennai,0,Toys & Baby Products
ORD101666,CUST10344,PROD10387,2026-02-26,82523,Wallet,Hyderabad,0,Electronics - Laptop
ORD101667,CUST10352,PROD10282,2026-01-27,76720,COD,Nagpur,1,Electronics - Laptop
ORD101668,CUST11557,PROD10128,2026-02-26,849,COD,Patna,0,Toys & Baby Products
ORD101669,CUST10026,PROD10046,2026-02-24,361,UPI,Ahmedabad,0,Electronics - Accessories
ORD101670,CUST10503,PROD10472,2026-01-18,50,COD,Kanpur,1,Sports & Fitness
ORD101671,CUST11166,PROD10293,2026-01-12,1879,Prepaid,Patna,1,Sports & Fitness
ORD101672,CUST11240,PROD10359,2026-02-11,838,COD,Bangalore,0,Fashion - Footwear
ORD101673,CUST10348,PROD10425,2026-02-14,2594,UPI,Kolkata,0,Fashion - Footwear
ORD101674,CUST10839,PROD10204,2026-01-01,86,COD,Lucknow,0,Electronics - Accessories
ORD101675,CUST11701,PROD10456,2026-01-22,557,Prepaid,Ahmedabad,1,Beauty & Personal Care
ORD101676,CUST11971,PROD10297,2026-01-24,1745,UPI,Raipur,1,Fashion - Footwear
ORD101677,CUST10136,PROD10244,2026-02-23,199,COD,Jaipur,0,Fashion - Clothing
ORD101678,CUST10080,PROD10009,2026-02-15,1071,COD,Raipur,0,Fashion - Clothing
ORD101679,CUST10153,PROD10025,2026-02-17,47218,UPI,Lucknow,0,Electronics - Laptop
ORD101680,CUST10503,PROD10189,2026-02-18,50,COD,Kanpur,0,Beauty & Personal Care
ORD101681,CUST11268,PROD10090,2026-01-09,46941,COD,Mumbai,1,Electronics - Laptop
ORD101682,CUST11712,PROD10237,2026-01-06,1349,COD,Raipur,0,Sports & Fitness
ORD101683,CUST11212,PROD10113,2026-01-25,94264,Prepaid,Jaipur,1,Electronics - Laptop
ORD101684,CUST10859,PROD10494,2026-01-02,956,UPI,Kolkata,0,Electronics - Accessories
ORD101685,CUST10944,PROD10248,2026-02-12,1682,COD,Bhopal,0,Toys & Baby Products
ORD101686,CUST10819,PROD10143,2026-01-26,673,COD,Visakhapatnam,1,Beauty & Personal Care
ORD101687,CUST11403,PROD10383,2026-01-27,779,Prepaid,Mysore,1,Sports & Fitness
ORD101688,CUST10970,PROD10499,2026-01-28,3937,Wallet,Indore,1,Electronics - Mobile
ORD101689,CUST10576,PROD10111,2026-02-15,1478,COD,Kochi,0,Fashion - Footwear
ORD101690,CUST11923,PROD10181,2026-01-01,242,COD,Raipur,0,Electronics - Accessories
ORD101691,CUST10666,PROD10116,2026-01-30,293,COD,Chandigarh,1,Books
ORD101692,CUST10555,PROD10216,2026-01-06,581,Wallet,Guwahati,0,Sports & Fitness
ORD101693,CUST11349,PROD10075,2026-02-24,3232,COD,Chandigarh,0,Home & Kitchen
ORD101694,CUST10227,PROD10105,2026-02-25,1823,Wallet,Delhi,0,Fashion - Footwear
ORD101695,CUST10234,PROD10006,2026-02-11,76584,Card,Kochi,0,Electronics - Laptop
ORD101696,CUST10579,PROD10364,2026-01-06,58802,Card,Mumbai,0,Electronics - Laptop
ORD101697,CUST10281,PROD10480,2026-01-13,461,Wallet,Kochi,1,Electronics - Accessories
ORD101698,CUST10714,PROD10141,2026-02-27,2545,Prepaid,Nagpur,0,Fashion - Footwear
ORD101699,CUST11874,PROD10383,2026-01-13,779,Wallet,Hyderabad,1,Sports & Fitness
ORD101700,CUST10962,PROD10337,2026-02-27,942,COD,Guwahati,0,Sports & Fitness
ORD101701,CUST10741,PROD10244,2026-01-27,199,Prepaid,Bhopal,1,Fashion - Clothing
ORD101702,CUST10864,PROD10439,2026-02-14,772,COD,Jaipur,0,Toys & Baby Products
ORD101703,CUST10514,PROD10309,2026-01-19,1696,COD,Vadodara,1,Home & Kitchen
ORD101704,CUST11996,PROD10023,2026-02-22,50,COD,Bangalore,0,Beauty & Personal Care
ORD101705,CUST10877,PROD10414,2026-01-05,17658,Card,Mumbai,0,Electronics - Mobile
ORD101706,CUST10204,PROD10261,2026-02-05,770,COD,Ahmedabad,0,Fashion - Clothing
ORD101707,CUST10177,PROD10427,2026-02-24,20488,COD,Bangalore,0,Electronics - Mobile
ORD101708,CUST11260,PROD10289,2026-01-13,32546,COD,Indore,1,Electronics - Laptop
ORD101709,CUST11428,PROD10093,2026-01-03,234,Card,Kolkata,0,Books
ORD101710,CUST11147,PROD10112,2026-01-29,1548,Card,Bangalore,1,Fashion - Footwear
ORD101711,CUST10159,PROD10393,2026-02-01,1715,COD,Lucknow,1,Toys & Baby Products
ORD101712,CUST10550,PROD10176,2026-01-28,45260,UPI,Hyderabad,1,Electronics - Laptop
ORD101713,CUST11026,PROD10421,2026-01-25,2904,Wallet,Lucknow,1,Fashion - Footwear
ORD101714,CUST11167,PROD10389,2026-01-01,1038,COD,Kolkata,0,Fashion - Footwear
ORD101715,CUST11790,PROD10150,2026-02-19,2375,UPI,Patna,0,Home & Kitchen
ORD101716,CUST10775,PROD10431,2026-02-18,4215,COD,Bhopal,0,Electronics - Laptop
ORD101717,CUST11145,PROD10290,2026-01-03,695,COD,Bhopal,0,Fashion - Clothing
ORD101718,CUST10957,PROD10088,2026-01-13,535,Card,Delhi,1,Toys & Baby Products
ORD101719,CUST10129,PROD10334,2026-01-01,1980,Prepaid,Pune,0,Sports & Fitness
ORD101720,CUST11219,PROD10173,2026-01-15,17729,Card,Ranchi,1,Electronics - Mobile
ORD101721,CUST11281,PROD10453,2026-01-21,19032,COD,Patna,1,Electronics - Mobile
ORD101722,CUST11932,PROD10137,2026-01-12,12423,COD,Mumbai,1,Electronics - Mobile
ORD101723,CUST11487,PROD10142,2026-01-16,50,Prepaid,Delhi,1,Home & Kitchen
ORD101724,CUST11710,PROD10408,2026-01-03,536,UPI,Vadodara,0,Electronics - Accessories
ORD101725,CUST10976,PROD10273,2026-01-05,1508,COD,Indore,0,Fashion - Footwear
ORD101726,CUST10875,PROD10025,2026-01-20,47218,Wallet,Bangalore,1,Electronics - Laptop
ORD101727,CUST11509,PROD10048,2026-01-19,2515,COD,Patna,1,Home & Kitchen
ORD101728,CUST11034,PROD10489,2026-02-28,952,Card,Hyderabad,0,Beauty & Personal Care
ORD101729,CUST10434,PROD10234,2026-01-04,1871,Wallet,Ahmedabad,0,Fashion - Clothing
ORD101730,CUST10168,PROD10277,2026-02-18,10198,Card,Raipur,0,Electronics - Mobile
ORD101731,CUST11799,PROD10212,2026-01-17,22632,Wallet,Jaipur,1,Electronics - Mobile
ORD101732,CUST10269,PROD10347,2026-02-26,96,COD,Pune,0,Toys & Baby Products
ORD101733,CUST10478,PROD10206,2026-02-05,403,Prepaid,Patna,0,Books
ORD101734,CUST10753,PROD10337,2026-01-20,942,Prepaid,Pune,1,Sports & Fitness
ORD101735,CUST11063,PROD10190,2026-02-22,366,Prepaid,Delhi,0,Electronics - Accessories
ORD101736,CUST11921,PROD10030,2026-01-10,1018,UPI,Jaipur,1,Fashion - Footwear
ORD101737,CUST11181,PROD10431,2026-01-08,4215,COD,Ranchi,1,Electronics - Laptop
ORD101738,CUST11058,PROD10157,2026-01-22,642,COD,Kolkata,1,Electronics - Accessories
ORD101739,CUST10930,PROD10332,2026-02-23,1260,Wallet,Guwahati,0,Sports & Fitness
ORD101740,CUST10041,PROD10148,2026-01-16,1917,COD,Kanpur,1,Fashion - Footwear
ORD101741,CUST11541,PROD10451,2026-01-28,2264,COD,Ahmedabad,1,Fashion - Footwear
ORD101742,CUST11842,PROD10018,2026-01-15,637,Wallet,Chennai,1,Home & Kitchen
ORD101743,CUST10546,PROD10468,2026-01-28,1075,UPI,Ranchi,1,Fashion - Footwear
ORD101744,CUST10432,PROD10013,2026-01-26,50,Wallet,Chandigarh,1,Fashion - Footwear
ORD101745,CUST11363,PROD10108,2026-01-02,50151,Wallet,Ranchi,0,Electronics - Laptop
ORD101746,CUST11435,PROD10405,2026-02-26,19982,UPI,Mumbai,0,Electronics - Mobile
ORD101747,CUST10374,PROD10376,2026-01-12,474,Wallet,Vadodara,1,Books
ORD101748,CUST11866,PROD10294,2026-02-11,607,COD,Indore,0,Electronics - Accessories
ORD101749,CUST10166,PROD10314,2026-01-02,2244,Wallet,Bangalore,0,Sports & Fitness
ORD101750,CUST11040,PROD10331,2026-02-02,27054,COD,Chennai,1,Electronics - Laptop
ORD101751,CUST10446,PROD10257,2026-02-18,633,Prepaid,Chennai,0,Sports & Fitness
ORD101752,CUST10793,PROD10241,2026-02-18,1408,COD,Jaipur,0,Fashion - Footwear
ORD101753,CUST10849,PROD10104,2026-01-20,41774,UPI,Lucknow,1,Electronics - Laptop
ORD101754,CUST11426,PROD10263,2026-02-14,95,Wallet,Kanpur,0,Books
ORD101755,CUST10818,PROD10012,2026-02-17,49839,Card,Vadodara,0,Electronics - Laptop
ORD101756,CUST11737,PROD10011,2026-02-24,827,Card,Mysore,0,Sports & Fitness
ORD101757,CUST11169,PROD10070,2026-01-09,2542,COD,Indore,1,Home & Kitchen
ORD101758,CUST11422,PROD10233,2026-01-04,31967,COD,Chennai,0,Electronics - Laptop
ORD101759,CUST11754,PROD10287,2026-01-28,1094,Prepaid,Chandigarh,1,Toys & Baby Products
ORD101760,CUST11116,PROD10442,2026-01-26,50,COD,Bangalore,1,Electronics - Mobile
ORD101761,CUST10906,PROD10015,2026-01-27,375,UPI,Pune,1,Beauty & Personal Care
ORD101762,CUST11718,PROD10031,2026-02-18,29818,COD,Pune,0,Electronics - Mobile
ORD101763,CUST11562,PROD10083,2026-02-06,540,Prepaid,Guwahati,0,Fashion - Clothing
ORD101764,CUST10971,PROD10098,2026-02-21,301,UPI,Patna,0,Books
ORD101765,CUST11570,PROD10428,2026-02-02,817,Prepaid,Mysore,1,Electronics - Accessories
ORD101766,CUST11378,PROD10290,2026-02-22,695,UPI,Lucknow,0,Fashion - Clothing
ORD101767,CUST11004,PROD10061,2026-02-05,707,COD,Patna,0,Fashion - Clothing
ORD101768,CUST11438,PROD10165,2026-02-26,1006,UPI,Chennai,0,Toys & Baby Products
ORD101769,CUST10949,PROD10046,2026-01-30,361,Prepaid,Mumbai,1,Electronics - Accessories
ORD101770,CUST11093,PROD10216,2026-02-22,581,Card,Kolkata,0,Sports & Fitness
ORD101771,CUST10351,PROD10207,2026-02-07,1911,COD,Visakhapatnam,0,Fashion - Footwear
ORD101772,CUST10061,PROD10105,2026-02-15,1823,UPI,Raipur,0,Fashion - Footwear
ORD101773,CUST11991,PROD10452,2026-01-06,204,UPI,Vadodara,0,Electronics - Accessories
ORD101774,CUST11961,PROD10167,2026-01-20,1358,Prepaid,Visakhapatnam,1,Beauty & Personal Care
ORD101775,CUST10231,PROD10144,2026-01-23,929,Wallet,Chennai,1,Fashion - Clothing
ORD101776,CUST10920,PROD10013,2026-01-25,50,COD,Delhi,1,Fashion - Footwear
ORD101777,CUST10130,PROD10315,2026-01-22,15168,Wallet,Patna,1,Electronics - Mobile
ORD101778,CUST10388,PROD10001,2026-01-24,1792,COD,Mysore,1,Home & Kitchen
ORD101779,CUST11243,PROD10271,2026-01-11,351,Card,Delhi,1,Fashion - Footwear
ORD101780,CUST10475,PROD10287,2026-02-28,1094,Card,Vadodara,0,Toys & Baby Products
ORD101781,CUST11348,PROD10402,2026-01-16,802,UPI,Chennai,1,Toys & Baby Products
ORD101782,CUST11603,PROD10446,2026-02-14,1493,COD,Vadodara,0,Sports & Fitness
ORD101783,CUST11516,PROD10038,2026-01-30,135,Prepaid,Mumbai,1,Fashion - Clothing
ORD101784,CUST10848,PROD10241,2026-02-02,1408,Prepaid,Mumbai,1,Fashion - Footwear
ORD101785,CUST10791,PROD10324,2026-01-25,296,Card,Pune,1,Toys & Baby Products
ORD101786,CUST11358,PROD10113,2026-02-13,94264,COD,Mumbai,0,Electronics - Laptop
ORD101787,CUST11808,PROD10330,2026-02-03,297,COD,Coimbatore,0,Books
ORD101788,CUST11547,PROD10388,2026-02-27,1275,Prepaid,Visakhapatnam,0,Toys & Baby Products
ORD101789,CUST10777,PROD10333,2026-02-24,461,COD,Chandigarh,0,Fashion - Clothing
ORD101790,CUST11581,PROD10297,2026-02-28,1745,UPI,Chandigarh,0,Fashion - Footwear
ORD101791,CUST11845,PROD10435,2026-02-11,837,Card,Patna,0,Toys & Baby Products
